model,rmse_overall,r2_overall,mae_overall,mape_overall
Lag-1 Baseline,23.18693713717574,-0.533430899186581,18.073005565862708,9.585440977970986
Ridge,19.007844822343802,-0.03048861170447892,14.762502588703247,7.891487121109332
LightGBM-limited_withstorm,18.173390820928326,0.05800331707761586,14.769638069849785,7.774210272326569
LightGBM-tuned_withoutstorm,18.192454808629023,0.05602596100939994,14.828178922263387,7.807062517920473
