county,year,yield_bu_acre,lag1_yield,rolling_3yr_mean,yield_std_5yr,yield_trend_5yr,ndvi_at_cutoff,ndvi_auc,ndvi_peak,day_of_peak_ndvi,ndvi_anomaly,ndvi_slope,ndvi_drop_rate,heat_days_gt32,rain_sum_mm,rain_days,cumulative_gdd,temp_anomaly,water_balance_total_mm,et_rain_ratio,heat_rain_stress_idx,net_moisture_stress
adair,2013,137.8,104.4,132.1,29.238963729927235,-15.569999999999975,0.7944644452198769,81.56120456665508,0.7944644452198769,209,0.3620519135578143,0.0031714185220449373,0.0,0,488.8296300581199,78,997.6569969684881,-2.5508949561022476,60.43073286521662,0.8763766964486002,0.0,0.12362330150569707
adair,2014,169.3,137.8,131.66666666666669,27.135898732122374,-11.769999999999989,0.8687006531566935,82.14202017041828,0.8687006531566935,209,0.4362881214946309,0.0038916064247732293,0.0,1,463.01329531984686,74,996.0113716681508,-2.0962690899006162,5.761139141817277,0.9875572900657315,0.002159765190218654,0.012442707774503124
adair,2015,176.5,169.3,137.16666666666666,23.942785969890824,4.540000000000004,0.8737185856889924,84.40013529458464,0.8737185856889924,209,0.4413060540269298,0.003843403082365557,0.0,0,633.0717904725766,84,1035.9138211309278,-1.2623667803463157,166.5277892106921,0.7369527556687767,0.0,0.2630472427516236
adair,2016,190.3,176.5,161.20000000000002,28.696045023661366,11.230000000000004,0.8858824949041522,85.81508304254537,0.8858824949041522,209,0.45346996324208955,0.004264430308719716,0.0,2,403.79997118854396,65,1139.313076973554,-0.6195915987202483,-87.42565991376894,1.2165073425833417,0.0049529473445980125,-0.21650734505981536
adair,2017,175.2,190.3,178.70000000000002,34.52119638714742,21.050000000000004,0.8436108263551074,93.70211489939689,0.8436108263551074,209,0.4111982946930448,0.0031317955892432043,0.0,5,331.19665322062593,60,1159.6869062393841,-0.3704292213187621,-143.36788219330964,1.4328784103531595,0.015096770864929273,-0.4328784133725138
adair,2018,149.5,175.2,180.66666666666666,19.484275711455105,9.57999999999999,0.8071031539585355,89.9135146413698,0.8415655902788242,193,0.3746906222964729,0.0038450124493659196,-0.03446243632028867,3,423.86851651004474,76,1222.72619360508,-0.9211451836232456,-63.632888167798306,1.1501241175957126,0.007077666483991481,-0.15012411995493471
adair,2019,176.5,149.5,171.66666666666666,14.822213060133748,-4.089999999999982,0.8502559035573546,78.01228783740709,0.8502559035573546,209,0.41784337189529197,0.003980032739121676,0.0,3,508.6399233238177,83,1020.8457578781387,-1.5977190461707735,60.76616256690927,0.8805320607742473,0.005898082035121759,0.1194679372597253
adair,2020,168.7,176.5,167.06666666666663,14.824641648282746,-4.079999999999986,0.829887061938527,82.4476147936853,0.829887061938527,209,0.3974745302764644,0.003823320332969782,0.0,0,463.7408104482593,81,1085.2225613698888,-1.4173165507543288,-14.934553854682402,1.0322045256444907,0.0,-0.032204527800867674
adair,2022,164.2,168.7,164.9,14.853551763803816,-4.189999999999998,0.8212117294186733,78.31194717701806,0.8212117294186733,209,0.38879919775661065,0.0037231853814736066,0.0,4,473.10324059899824,63,1115.4970031467262,-1.2246738643463502,-29.944869284431448,1.063294574315795,0.008454814189141395,-0.06329457642949884
adair,2024,211.2,164.2,169.79999999999998,10.889306681327312,-0.2799999999999903,0.8852023337233725,91.04555996576072,0.8852023337233725,209,0.4527898020613099,0.003924175989877538,0.0,1,567.6292091622847,81,1159.4179579411493,-0.3189500047827707,39.603804581886436,0.9302294440228619,0.0017617134250615834,0.06977055421542479
adams,2013,147.6,109.8,133.6,22.198130551918112,-10.879999999999985,0.8166669840322659,86.07704009886343,0.8166669840322659,209,0.375341372679936,0.002961942005394294,0.0,0,519.7160751651661,76,1034.0661750483337,-2.5856142830438635,83.74179978597768,0.8388700972964239,0.0,0.1611299007794488
adams,2014,169.9,147.6,136.36666666666667,21.461244139145343,-7.049999999999982,0.8808179273243402,84.52220821339314,0.8808179273243402,209,0.4394923159720103,0.004035888394716646,0.0,1,393.5532987054563,79,1063.5986444246664,-1.8826006170443605,-72.50924328119588,1.1842424960874762,0.0025409518882154496,-0.18424249862842806
adams,2015,169.6,169.9,142.4333333333333,21.98983856239059,5.710000000000008,0.8557835007038334,85.2219496401744,0.8557835007038334,209,0.41445788935150346,0.0036326579513481895,0.0,0,579.8058113263058,85,1080.809895321992,-1.2574785284062742,102.16809834851428,0.8237891080487898,0.0,0.17621089022649472
adams,2016,187.4,169.6,162.36666666666667,24.51768749291009,9.590000000000016,0.8808558044551735,92.06481181406909,0.8808558044551735,209,0.43953019310284364,0.003927255233253888,0.0,4,400.2055092183127,69,1189.10030555283,-0.5487784881197619,-106.56775119823939,1.2662825660249066,0.009994864882839804,-0.2662825685236231
adams,2017,179.9,187.4,175.63333333333333,29.855619236585927,17.72000000000002,0.8538053090050839,96.10587928317403,0.8538053090050839,209,0.412479697652754,0.003238378496404321,0.0,5,348.58368096598156,59,1191.9707024408203,-0.4652661752449241,-139.24280790517045,1.399453026945648,0.014343758066357083,-0.3994530298143997
adams,2018,171.6,179.9,178.9666666666667,14.990230151668753,8.209999999999996,0.8277740528976596,92.78477524580204,0.869050438637446,193,0.3864484415453297,0.004008354377096961,-0.041276385739786425,6,380.4273440024528,79,1288.7987602670346,-0.6848800244618509,-121.822962357995,1.3202266160893603,0.01577173691328975,-0.3202266187179829
adams,2020,173.3,171.6,179.63333333333333,7.78119528093201,1.370000000000025,0.8500596786936834,85.65970119650228,0.8500596786936834,209,0.4087340673413535,0.0037046606771002,0.0,0,500.9879712684016,76,1115.8782890319928,-1.5299758498622573,11.418617558406595,0.9772077990082181,0.0,0.022792198995725852
allamakee,2013,162.1,153.6,167.56666666666666,10.057236200865528,-3.9099999999999784,0.804167154602092,71.60572290684892,0.804167154602092,209,0.3779726332027941,0.004101677582005856,0.0,0,584.6585069671773,89,860.6852439698105,-2.31088669140723,197.4879398349102,0.6622165962801704,0.0,0.33778340200942936
allamakee,2014,175.6,162.1,163.0,10.744626564008644,-5.719999999999982,0.873813692535053,70.48698909966123,0.873813692535053,209,0.44761917113575517,0.004805392249459437,0.0,0,523.5034350385763,80,832.8983094690013,-2.14944991341023,129.99123274345615,0.7516898174974402,0.0,0.2483101805923529
allamakee,2015,175.4,175.6,163.76666666666668,9.85936103406302,-1.1599999999999928,0.8749819786122007,82.20107661629987,0.8749819786122007,209,0.44878745721290286,0.004222511202782417,0.0,0,436.6260978761667,73,883.653066450317,-1.293046483554324,35.0834716383367,0.9196487046270524,0.0,0.0803512930826585
allamakee,2016,205.1,175.4,171.03333333333333,9.78238212298008,2.6199999999999983,0.8930706643518513,83.56008252911579,0.8930706643518513,209,0.4668761429525535,0.004860384046655736,0.0,0,325.85121591383006,74,994.8049742578994,-0.6904359403800875,-91.92266216815722,1.282100100895022,0.0,-0.28210010396390744
allamakee,2017,190.5,205.1,185.36666666666665,19.55026854035513,11.630000000000011,0.871816645973579,85.02718818394769,0.871816645973579,209,0.44562212457428113,0.004177835865765164,0.0,0,455.0504633774049,85,931.0635594166067,-0.7789737845291818,38.47640481697613,0.9154458486936847,0.0,0.08455414910875682
allamakee,2018,198.4,190.5,190.33333333333334,16.477651531695848,8.630000000000017,0.8679806237747116,84.87555792665917,0.8679806237747116,209,0.44178610237541377,0.0036732344907787476,0.0,0,505.19142377486986,80,1029.392826429444,-1.3416993646849988,102.96984649526254,0.7961765729868646,0.0,0.20382342503368767
allamakee,2019,187.2,198.4,198.0,13.363569882332982,6.070000000000013,0.8654544830006352,72.8821908708615,0.8654544830006352,209,0.43925996160133735,0.004496102513483658,0.0,0,636.5548071237249,85,891.2220300375362,-1.442923070052199,236.78632095835073,0.6280189562053745,0.0,0.37198104222366885
allamakee,2020,196.3,187.2,192.03333333333333,11.303848902033174,1.6900000000000253,0.8593501083098609,76.48872805045194,0.8593501083098609,209,0.43315558691056305,0.004209544225859749,0.0,0,451.13977037603456,79,937.171357879624,-1.3013187021933668,30.48786291230491,0.9324203587298168,0.0,0.06757963905357532
allamakee,2021,198.5,196.3,193.96666666666667,6.983910079604107,-2.0899999999999848,0.8920705320706271,82.28865437474856,0.8920705320706271,209,0.4658760106713293,0.004743559477720502,0.0,0,317.1269416291427,77,1021.1613346328877,-0.26364409275425515,-95.87089171455611,1.3023107715785296,0.0,-0.30231077473184065
allamakee,2022,215.9,198.5,194.0,5.080059054774477,1.3900000000000292,0.8841436386463406,75.46743322068986,0.8841436386463406,209,0.45794911724704274,0.004446207974147209,0.0,0,446.35730909921193,72,944.8785040597666,-1.4298880003716405,27.494059625211165,0.9384034718304489,0.0,0.061596525929193485
allamakee,2023,183.9,215.9,203.5666666666667,10.39725925424557,4.630000000000011,0.8712174040706286,79.04401614476762,0.8712174040706286,209,0.4450228826713308,0.00437113940660072,0.0,0,259.1544067109416,61,1025.2728263032434,-0.43293781095721684,-138.5414329029652,1.5345902974472772,0.0,-0.5345903013059805
