model,rmse_overall,r2_overall,mae_overall,mape_overall
Lag-1 Baseline,23.18693713717574,-0.533430899186581,18.073005565862708,9.585440977970986
Ridge,16.10768889574582,0.248056974917358,12.539113631955008,6.58223705831347
LightGBM-limited_withstorm,14.153634095269446,0.4286353480916686,10.93654397669086,5.758260437485014
LightGBM-tuned_withoutstorm,14.266702217137388,0.4194700449836378,10.834686315330863,5.731797827141701
