county,year,rolling_3yr_mean,ndvi_peak,ndvi_slope,heat_days_gt32,temp_anomaly,net_moisture_stress,wind_severe_days_58_cutoff
adair,2025,169.79999999999998,0.8583641593854782,0.0035764799015533203,2,-1.8243432592906785,0.011276472079497052,0
adams,2025,179.63333333333333,0.8609578262035861,0.003290906444458736,3,-1.8234949918559238,0.013270797395966732,0
allamakee,2025,199.43333333333337,0.8579827401204547,0.003252156227705655,1,-1.990433525770019,0.24559782026361054,0
appanoose,2025,153.76666666666668,0.8852709867598638,0.003471290727396537,3,-2.002275280084458,-0.23161061665557955,0
audubon,2025,203.83333333333334,0.881283459853195,0.003727091114334587,2,-1.7887531451485472,-0.09418580688883162,0
benton,2025,211.0333333333333,0.902138116177236,0.003523823108049969,2,-1.8251741501048677,0.046377352663265814,0
black hawk,2025,188.6,0.8727169618496996,0.003250760786685558,2,-1.8195759232940603,0.06558326172594747,0
boone,2025,212.4333333333333,0.9146007546826009,0.0039130797840115535,2,-1.8039277189292378,-0.027626922881090487,0
bremer,2025,203.6,0.8763412903443332,0.0032345265692938145,1,-1.8248790675772248,0.1244204591498632,0
buchanan,2025,203.13333333333333,0.8846326237287535,0.0033791671244744626,1,-1.8647325120396658,0.06738323670867706,0
buena vista,2025,194.9,0.8732597806893533,0.0031707365509930888,2,-1.779063562245888,-0.04146104347262221,0
butler,2025,200.0,0.875029374230039,0.003259074892380437,2,-1.7863897103878799,0.1298942096363602,0
calhoun,2025,207.23333333333335,0.9025313510055856,0.0035823864787225923,2,-1.7415684720463673,-0.12964243572869893,0
carroll,2025,203.56666666666663,0.9073917890986889,0.003928103654696513,2,-1.761166207686216,-0.14715076989346887,0
cass,2025,189.69999999999996,0.8551895116535589,0.003365661962864699,2,-1.8126233883436385,0.029684530957553606,0
cedar,2025,211.4,0.897928378525364,0.0035102639962921478,2,-1.8982292648010137,-0.05903497885227691,0
cerro gordo,2025,199.79999999999998,0.8499985862161568,0.0031039033811333513,2,-1.8052906604175405,0.16903204715533168,0
cherokee,2025,198.69999999999996,0.8780447148104278,0.003222937421323701,2,-1.799350680414559,-0.05833191082220042,0
chickasaw,2025,207.23333333333335,0.8649778191564388,0.0031248859320217983,1,-1.8395118891114421,0.1723225541323209,0
clarke,2025,160.3,0.8685627992314383,0.0034661924209370885,3,-1.9174654839956773,-0.13705885336167878,0
clay,2025,199.53333333333333,0.8803596634871956,0.003233911588792295,2,-1.8726403162877752,-0.009910341886057935,0
clayton,2025,203.9333333333333,0.8702009521839639,0.0032127203130544488,1,-1.9543083338147298,0.15933837050084787,0
clinton,2025,209.9,0.895912654067927,0.0033343905265985564,2,-1.9613995810908413,-0.1011154200641235,0
crawford,2025,207.60000000000002,0.8860547729056709,0.00380385547270272,2,-1.7513488637151688,-0.19517818948325868,0
dallas,2025,178.9333333333333,0.8983657118611277,0.0035025988914437027,2,-1.808513720341498,-0.031033334882972618,0
davis,2025,162.4,0.898563168907915,0.0034786248417901793,3,-2.0036147106017914,-0.19294911114531507,0
decatur,2025,171.1,0.8818863518906063,0.003419568045478807,3,-1.9618900686247436,-0.20171381513464115,0
delaware,2025,215.9,0.8933147718821977,0.0033306409621719855,0,-1.9172701812367485,0.00262281279816358,0
des moines,2025,197.63333333333335,0.8953189942938976,0.003418095959323495,2,-1.9922436457558632,-0.11587429141489684,0
dickinson,2025,194.13333333333333,0.872077102963605,0.0032477268604973425,2,-1.9589638253273414,0.012684948013696884,0
dubuque,2025,213.46666666666667,0.8744976861648012,0.003288140871726642,1,-1.9456208883379738,0.04801813300225126,0
emmet,2025,174.79999999999998,0.8891116712549868,0.0033266032540217013,2,-1.8877403428098276,0.03359119866868545,0
fayette,2025,207.1,0.8679833173593146,0.0031548046567121723,1,-1.889089497966424,0.12041388000115788,0
floyd,2025,200.26666666666665,0.8659823162862793,0.0031752667973902757,2,-1.802666135805758,0.16489883293892146,0
franklin,2025,209.83333333333334,0.8694298086201572,0.003211906238852369,2,-1.782343890778737,0.13420169914994187,0
fremont,2025,203.1,0.8993834508410509,0.003443020132374036,4,-1.6851425406662521,-0.22236139188588538,0
greene,2025,208.6,0.9128898156898865,0.003842434978264082,2,-1.77827307692284,-0.0587836779041866,0
grundy,2025,199.86666666666665,0.8824370810529024,0.0031234918965958557,2,-1.769964027490385,0.059504494372187945,0
guthrie,2025,189.33333333333334,0.8880451830571656,0.003818116911234738,2,-1.8015216799776468,-0.06701018725036663,0
hamilton,2025,196.76666666666665,0.9006340930195967,0.0035889839112041924,2,-1.7765894577058603,-0.010683433440404361,0
hancock,2025,208.73333333333335,0.8491797427340348,0.003064667791324436,2,-1.80084006908589,0.10047769877905528,0
hardin,2025,188.16666666666666,0.8866331819226684,0.0033289369229106297,2,-1.778108953880821,0.03583017705094483,0
harrison,2025,176.20000000000002,0.8705307354676118,0.0033489397263857562,4,-1.7092897701302725,-0.2223935619153796,0
henry,2025,176.83333333333334,0.9019862830613337,0.003386466175629476,3,-1.932677894910345,-0.045350490878923545,0
howard,2025,202.79999999999998,0.8571272422944446,0.0030759723164040485,0,-1.898669749940506,0.1805991216091719,0
humboldt,2025,202.23333333333335,0.8858905857992053,0.0032027622746523595,2,-1.7701842609734442,0.034319220007620894,0
ida,2025,215.33333333333334,0.8755833947718835,0.0034731440592149026,2,-1.7376878119871968,-0.21386944539142452,0
iowa,2025,190.16666666666666,0.9032605963701231,0.003563381398592509,3,-1.8495028985157482,0.0062955862913314925,0
jackson,2025,200.0,0.882611724980731,0.0034016725266026514,2,-1.9655754436224342,-0.08278165394725447,0
jasper,2025,211.53333333333333,0.9116033639539238,0.003669316283799489,3,-1.8038062745902828,-0.05180136541578696,0
jefferson,2025,178.79999999999998,0.899850947008459,0.0034474151729243295,3,-1.9079781727173,-0.14682234885252934,0
johnson,2025,190.0333333333333,0.8857385864501189,0.0035542245409248174,3,-1.879730201901637,-0.04862597166872726,0
jones,2025,193.5,0.8892557890659186,0.003320872553144556,1,-1.9055085034709833,-0.08334466401528273,0
keokuk,2025,170.13333333333335,0.9143769778563094,0.003523478339518,3,-1.8502862858135174,-0.0900152433212778,0
kossuth,2025,193.36666666666667,0.8884642682020574,0.003299666830842644,2,-1.8081543197970724,0.051830744967306094,0
lee,2025,180.76666666666665,0.9041640061361592,0.003408613724911104,3,-2.0768627814571197,-0.17452474786653915,0
linn,2025,186.46666666666667,0.8840842116817278,0.003445651496162441,1,-1.8713228886048263,-0.031099914826578073,0
louisa,2025,189.13333333333333,0.8951676670539668,0.0033902768861976944,2,-1.9356958950557122,-0.03398356671420905,0
lucas,2025,151.6,0.8846520640142537,0.0034821521594735165,3,-1.9438317271923609,-0.16591467870913093,0
lyon,2025,202.5666666666667,0.8838706912331081,0.003277601498670553,2,-1.9514002501712753,-0.20540862778410024,0
madison,2025,178.16666666666666,0.8709445739251057,0.003653338313099916,3,-1.8435366567698708,-0.04313147327462982,0
mahaska,2025,200.5666666666667,0.9262777959156513,0.0036325814392752813,3,-1.8513998585678628,-0.10770680134555564,0
marion,2025,192.66666666666666,0.9009287116811382,0.0035549134589328586,3,-1.8615788187477982,-0.13646217164180086,0
marshall,2025,213.96666666666667,0.8995641489385771,0.003605696983696762,2,-1.7865215379227344,-0.013845193156367583,0
mills,2025,201.73333333333335,0.8882164151013039,0.003444409341493204,4,-1.736021398387635,-0.20865697182720044,0
mitchell,2025,197.66666666666666,0.863348448135146,0.0031070777552084814,0,-1.8408025969748287,0.1508323039465052,0
monona,2025,177.23333333333335,0.8757765085710253,0.00330169425652027,3,-1.6845829683311884,-0.20950149637318555,0
monroe,2025,164.20000000000002,0.8990405451448538,0.0036151646038305096,3,-1.93246505342454,-0.20794407971009227,0
montgomery,2025,199.63333333333333,0.8591885271710379,0.0033216016789484504,3,-1.79433667914234,-0.022002048484452048,0
muscatine,2025,209.83333333333334,0.898904231792957,0.003459167365670862,2,-1.9448427811676616,-0.06781348358380074,0
osceola,2025,196.93333333333337,0.8868476816766933,0.0033157400694019223,2,-1.9488100798241632,-0.015171564637591756,0
page,2025,196.0,0.8617415366156873,0.003279036207653277,3,-1.7898672961855375,-0.08278555337700459,0
palo alto,2025,199.19999999999996,0.8820046845119887,0.003230120401016911,2,-1.8196460253045323,0.02317074773793176,0
plymouth,2025,189.46666666666667,0.8821601210681621,0.003196998312922861,2,-1.8718064733316773,-0.08469282326259434,0
pocahontas,2025,210.0666666666667,0.9037114349652672,0.0033639040626993145,2,-1.7616659648237594,-0.0010618401419473197,0
polk,2025,204.16666666666666,0.8940024408378301,0.0037663302988707103,3,-1.8175801420150997,-0.034046593753634155,0
pottawattamie,2025,195.86666666666667,0.8724312984022121,0.0033573836829274366,4,-1.7638233497338156,-0.12893066678665302,0
poweshiek,2025,199.73333333333335,0.9158420739448546,0.0035801319414914437,3,-1.8236004725825197,-0.02568110506727615,0
ringgold,2025,162.73333333333335,0.8653457363894701,0.0034235493178345535,3,-1.884641719556079,-0.11635917929938852,0
sac,2025,214.16666666666666,0.8876470058581902,0.00355266858894656,2,-1.7434297369302207,-0.19966759816724097,0
scott,2025,211.03333333333333,0.9035783774197701,0.0034242476143151296,2,-1.941322598467604,-0.09600251220874335,0
shelby,2025,205.6,0.8828090794233853,0.0036561202428708095,2,-1.7659161480337389,-0.10771138118655672,0
sioux,2025,206.33333333333334,0.8878933125111813,0.0032153653906834517,2,-1.914375984415301,-0.098614601131639,0
story,2025,206.5666666666667,0.9064166934899989,0.0038721446000076483,2,-1.7908462699133239,-0.005993833475026079,0
tama,2025,183.29999999999998,0.8921907733025134,0.0034158762617779673,2,-1.8045752675459532,-0.0010206902412141078,0
