county,year,rolling_3yr_mean,ndvi_peak,ndvi_slope,heat_days_gt32,temp_anomaly,net_moisture_stress,wind_severe_days_58_cutoff
adair,2025,181.36666666666667,0.8864291363119141,0.0057582004602268165,2,-0.8833293887569873,0.1659051951247633,0.0
adams,2025,174.93333333333337,0.8897893020563885,0.005656379704032148,4,-0.8759498424384518,0.09298216305011281,0.0
allamakee,2025,205.36666666666667,0.8897506546142853,0.005681628586431874,1,-1.0136662574354922,0.23640647811369403,0.0
appanoose,2025,163.5,0.9002486017109592,0.005354506935320886,4,-1.0176516387084469,-0.10535569908409936,0.0
audubon,2025,206.56666666666663,0.9319034538831384,0.00682972450158685,2,-0.8675844060143696,0.08590759102933744,0.0
benton,2025,220.0,0.9362662266689743,0.006934187232589902,2,-0.9378624723761924,0.1567129028506605,3.0
black hawk,2025,200.63333333333335,0.912852795838113,0.006612610840012339,2,-0.9432943884482938,0.20634426144058782,4.0
boone,2025,215.5,0.9224718404041181,0.006832746779887615,2,-0.9090252173335251,0.1422225050656649,0.0
bremer,2025,205.53333333333333,0.9258543784068102,0.006674334462342002,1,-0.9366307430373482,0.22488723095590346,2.0
buchanan,2025,207.06666666666663,0.9202653181914741,0.006705793570832088,1,-0.969280535601925,0.15741113152459216,1.0
buena vista,2025,204.26666666666668,0.9300726705689139,0.007055611327674112,2,-0.8913836547822243,0.13146286148213723,1.0
butler,2025,201.76666666666668,0.9137326805742769,0.00668358572951312,2,-0.9160124687712887,0.26088801344682616,1.0
calhoun,2025,210.9,0.9370125027601623,0.0071391145954519,2,-0.8569627761476788,0.1629801339957799,1.0
carroll,2025,211.1,0.9348260980804075,0.0070276931541154285,2,-0.8606061460299586,0.0719587163917502,2.0
cass,2025,202.86666666666665,0.9037125119436689,0.006119819219170596,2,-0.8733979708530981,0.11588602126127463,0.0
cedar,2025,221.1,0.9355286899790871,0.006859636286908638,2,-0.9639723709041057,0.03102651395030198,2.0
cerro gordo,2025,205.53333333333333,0.9046147116440619,0.006511249697496678,2,-0.9255978500088489,0.2397944966401865,2.0
cherokee,2025,205.83333333333334,0.9383624423464522,0.006949219719542132,2,-0.9105132585544418,0.07559485483311572,2.0
chickasaw,2025,206.66666666666666,0.9231477761275317,0.006633701216428941,1,-0.9339740695277072,0.22616954899973973,0.0
clarke,2025,166.96666666666667,0.8843118856363996,0.005087885997406179,4,-0.9705116024718734,-0.012561222354860018,0.0
clay,2025,190.46666666666667,0.928387385170708,0.007014790569858053,2,-0.9670672563660503,0.0772403300330888,2.0
clayton,2025,212.23333333333335,0.9155822302155998,0.006257796712023588,1,-1.003872008605942,0.15414784759037242,0.0
clinton,2025,219.70000000000002,0.9271563390389764,0.006619552498837394,2,-0.9935503337358433,-0.07138404278704122,2.0
crawford,2025,206.16666666666666,0.947854705527941,0.007095782952517237,2,-0.851985710922321,0.04299007192662086,0.0
dallas,2025,202.66666666666666,0.9107523693143663,0.006608363236648709,2,-0.895334988157682,0.15639812148983637,1.0
davis,2025,176.53333333333333,0.9034177789863407,0.005380434271519313,4,-1.0215302718681762,-0.04238692770720185,0.0
decatur,2025,175.4,0.8884918998247749,0.005193063390739314,4,-1.0023641147768778,-0.11556689805676357,0.0
delaware,2025,216.4,0.9257281500706592,0.006563442574050197,0,-0.9917926367513985,0.06505621671031141,0.0
des moines,2025,208.16666666666666,0.9006559471226396,0.006278509667987281,3,-1.0111599632978319,-0.0430463230536413,1.0
dickinson,2025,188.5,0.9289194984580587,0.0069221793333823405,2,-1.0288666495367842,0.06534499968055503,2.0
dubuque,2025,214.96666666666667,0.9090496448968226,0.005926165904914272,1,-0.9880222385224862,0.08780508404369416,2.0
emmet,2025,194.0666666666667,0.9390148139261204,0.007131579088633485,2,-0.9746634987747314,0.08798413223454132,1.0
fayette,2025,205.63333333333333,0.9183448667867545,0.00652801174681955,1,-0.9673748607515833,0.16824381764889687,0.0
floyd,2025,202.16666666666666,0.9182424065872467,0.006678362995739522,2,-0.9199582292240294,0.2290330656457772,0.0
franklin,2025,211.83333333333334,0.9077200950021446,0.0066864980028192396,2,-0.9120338683584954,0.2873421530152333,1.0
fremont,2025,211.20000000000002,0.9289245362116443,0.006866407541180324,6,-0.7546389244233112,-0.11906793014459983,0.0
greene,2025,209.46666666666667,0.9379925320155306,0.007054126815320466,2,-0.8795257089756774,0.11461571873634335,1.0
grundy,2025,209.93333333333337,0.9282768575389736,0.006889681298073887,2,-0.90955315195853,0.24825172158946732,2.0
guthrie,2025,188.29999999999998,0.9172857445233654,0.006386793527561422,2,-0.881198900925618,0.11298343562658093,2.0
hamilton,2025,212.13333333333333,0.9219138791451921,0.006942631036653755,2,-0.9001903219767478,0.24691108506392512,0.0
hancock,2025,206.5,0.9106875743741708,0.006673398830958729,2,-0.9171326156035988,0.20064593889112806,3.0
hardin,2025,207.36666666666667,0.9149322344399128,0.00682401533515211,2,-0.9159880118217743,0.2520605039927265,1.0
harrison,2025,180.96666666666667,0.9284573257732843,0.006796790053906677,5,-0.8028813819844274,-0.08773358180897735,0.0
henry,2025,192.16666666666666,0.9119251733747488,0.006292277139290317,4,-0.9706550486413974,0.05773125557418203,1.0
howard,2025,204.53333333333333,0.9291249324716934,0.006704010950608325,0,-0.9666068647021291,0.21571685335749208,1.0
humboldt,2025,202.33333333333334,0.9065350289706877,0.0068551323283147616,2,-0.8851508688775738,0.22706634257499697,0.0
ida,2025,213.56666666666663,0.9443227802509923,0.007067749473541797,2,-0.8520649841580124,0.10508966014053753,1.0
iowa,2025,212.86666666666667,0.9289102847865178,0.006613434347996905,3,-0.9461078865056791,0.10669371705897861,0.0
jackson,2025,212.1,0.914777636117045,0.005815531797861629,2,-0.9987470537018694,-0.03881685948562471,1.0
jasper,2025,214.4333333333333,0.9205839783198011,0.006550162502699836,3,-0.918708174898466,0.0962057039546329,0.0
jefferson,2025,192.26666666666665,0.9074734291087495,0.006076700096644925,4,-0.9617332252269541,0.01761596668184463,0.0
johnson,2025,210.46666666666667,0.9098115430850537,0.006228218100181998,3,-0.9564917749566781,0.07112511760177942,1.0
jones,2025,214.0666666666667,0.9259415885136615,0.006559757093663791,1,-0.9769951917333195,0.018003731787635056,2.0
keokuk,2025,186.16666666666666,0.9236149896991422,0.006513841182532712,3,-0.9344340745419437,0.039405900803758116,0.0
kossuth,2025,192.73333333333332,0.9194584398755579,0.006941013094226015,2,-0.9168747556190553,0.16596353959989543,1.0
lee,2025,201.73333333333335,0.9167963644773885,0.006018912458205227,4,-1.0724224308204526,-0.1020396890593259,0.0
linn,2025,208.20000000000002,0.9123912210562776,0.006433835496222958,1,-0.9624975296795242,0.0949309331530244,3.0
