,2023,2024,ratio_b_to_a
temp_anomaly,7.651848127940327,11.40613998400448,1.4906385742753505
rolling_3yr_mean,4.427619231803919,6.3229509080378525,1.4280701607355086
county,3.926756847478677,4.404670438969152,1.1217069480116493
net_moisture_stress,3.012186305821652,2.4298937804547163,0.8066877456279716
ndvi_peak,2.083968559047089,4.1326864880268355,1.9830848551364606
ndvi_slope,1.5154399341707343,1.7104205601213438,1.1286627213353098
heat_days_gt32,0.0,0.0,0.0
