OBJECTID,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,county
1745526,167997,1016831,IOWA,19,2022,March,Thunderstorm Wind,C,163,SCOTT,DVN,05-03-2022 20:45,CST-6,05-03-2022 20:45,0,0,0,0,0.00K,,NWS Employee,50,EG,,,,,,,,,,2,SW,DAVENPORT ARPT,2,SW,DAVENPORT ARPT,41.6,-90.6,41.6,-90.6,"Severe thunderstorms tracked across all of eastern Iowa during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours before reaching, our area after 600 PM. Initially, storms produced large hail and tornadoes over central Iowa, before the threat evolved more into damaging winds and tornadoes as storms moved into eastern Iowa and northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. EF-1 tornadoes occurred near Davenport and Vinton.",An off duty NWS employee reported that the housing for a traffic light at the intersection of Division and 76th Streets were physically turned by strong thunderstorm winds.,CSV,scott
1745558,167997,1016832,IOWA,19,2022,March,Thunderstorm Wind,C,87,HENRY,DVN,05-03-2022 19:58,CST-6,05-03-2022 19:58,0,0,0,0,0.00K,,Trained Spotter,61,EG,,,,,,,,,,2,ESE,ROME,2,ESE,ROME,40.97,-91.63,40.97,-91.63,"Severe thunderstorms tracked across all of eastern Iowa during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours before reaching, our area after 600 PM. Initially, storms produced large hail and tornadoes over central Iowa, before the threat evolved more into damaging winds and tornadoes as storms moved into eastern Iowa and northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. EF-1 tornadoes occurred near Davenport and Vinton.",A trained spotter reporter reported a large tree was uprooted. The time of the event was estimated using radar.,CSV,henry
1745763,167997,1016851,IOWA,19,2022,March,Thunderstorm Wind,C,163,SCOTT,DVN,05-03-2022 20:50,CST-6,05-03-2022 20:50,0,0,0,0,0.00K,,NWS Employee,50,EG,,,,,,,,,,2,NNE,BETTENDORF,2,NNE,BETTENDORF,41.56,-90.51,41.56,-90.51,"Severe thunderstorms tracked across all of eastern Iowa during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours before reaching, our area after 600 PM. Initially, storms produced large hail and tornadoes over central Iowa, before the threat evolved more into damaging winds and tornadoes as storms moved into eastern Iowa and northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. EF-1 tornadoes occurred near Davenport and Vinton.",An off duty NWS employee reported that siding was removed from a house due to high winds.,CSV,scott
1745764,167997,1016852,IOWA,19,2022,March,Thunderstorm Wind,C,57,DES MOINES,DVN,05-03-2022 20:27,CST-6,05-03-2022 20:27,0,0,0,0,0.00K,,Emergency Manager,50,EG,,,,,,,,,,2,WNW,DODGEVILLE,2,WNW,DODGEVILLE,40.96,-91.21,40.96,-91.21,"Severe thunderstorms tracked across all of eastern Iowa during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours before reaching, our area after 600 PM. Initially, storms produced large hail and tornadoes over central Iowa, before the threat evolved more into damaging winds and tornadoes as storms moved into eastern Iowa and northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. EF-1 tornadoes occurred near Davenport and Vinton.",The Emergency Manager reported roof damage along with a shed blown down at this locating. The time of this event was estimated using radar.,CSV,des moines
1745765,167997,1016855,IOWA,19,2022,March,Thunderstorm Wind,C,107,KEOKUK,DVN,05-03-2022 19:02,CST-6,05-03-2022 19:02,0,0,0,0,0.00K,,Public,50,EG,,,,,,,,,,1,W,HEDRICK,1,W,HEDRICK,41.17,-92.33,41.17,-92.33,"Severe thunderstorms tracked across all of eastern Iowa during the late afternoon and evening of Saturday March 5, 2022. Thunderstorms initially developed in southwest Iowa, and moved across central Iowa during the afternoon hours before reaching, our area after 600 PM. Initially, storms produced large hail and tornadoes over central Iowa, before the threat evolved more into damaging winds and tornadoes as storms moved into eastern Iowa and northwest Illinois. Winds around 60-75 MPH were reported from trained spotters and first responders, with confirmed reports of damage in some locations. EF-1 tornadoes occurred near Davenport and Vinton.",A public report of damage to a farmstead. The time of the event was estimated using radar.,CSV,keokuk
1746184,168009,1016874,IOWA,19,2022,March,High Wind,Z,68,SCOTT,DVN,25-03-2022 15:22,CST-6,25-03-2022 15:22,0,0,0,0,0.00K,,ASOS,51,MG,,,,,,,,,,,,,,,,,,,,"A cold front swept across the area on Friday March 25th, with strong gusty winds developing behind the front. There were widespread wind speeds of 20 to 30 MPH with gusts up to 45 MPH. Rain showers developed behind the cold front with reported wind gusts in these showers of 50 to 60 MPH during the afternoon and evening hours. There was a wind gust of 67 mph at the Cedar Rapids Airport. Winds began to diminish after 10 PM.",The ASOS at the Davenport Municipal Airport measured a peak gust of 59 MPH in a rain shower.,CSV,scott
1751663,167941,1021447,IOWA,19,2022,April,Thunderstorm Wind,C,27,CARROLL,DMX,12-04-2022 20:28,CST-6,12-04-2022 20:28,0,0,0,0,0.00K,,AWOS,61,MG,,,,,,,,,,1,E,CARROLL,1,E,CARROLL,42.07,-94.87,42.07,-94.87,"Initial storms developed within the warm sector of a surface low that tracked northwest of the area, followed by a strong cold front with associated dry line that produced a quasi-linear (QLCS) storm mode later in the evening. Several tornadoes occurred across western into northern Iowa.  Initially the tornadoes were associated with supercell storms, however later storms produced QLCS tornadoes as it raced east northeast across the state. In addition to the tornadoes, hail up to tennis ball size occurred with initial super cells. The later QLCS produced hail up to golf ball sized along with damaging wind gusts over 70 mph at times.||Additionally, total rainfall in excess of 2 to 4 inches fell in a swath across areas that dealt with the severe thunderstorm and tornado warnings earlier in the event. While no flash flooding was experienced, rainfall in the Winnebago River basin above Mason City resulted in minor river flooding on April 13th, exceeding minor flood stage in the morning and receding below flood stage that evening.",Carroll AWOS gusted to 70 mph.,CSV,carroll
1751759,170410,1033360,IOWA,19,2022,May,Thunderstorm Wind,C,59,DICKINSON,FSD,30-05-2022 15:36,CST-6,30-05-2022 15:38,0,0,0,0,,,Public,52,EG,,,,,,,,,,1,SE,LAKE PARK,1,SE,LAKE PARK,43.46,-95.31,43.46,-95.31,"There was barely a break between the exit of the earlier morning severe convection, and development of the next round during the later morning and early afternoon on May 30th across southeast South Dakota.  A series of impulses moved northeast during the day, with a leading strong wave moving out of Nebraska by early afternoon. Storms blossomed near a cold frontal boundary toward the James River Valley, despite the limited diurnal destabilization, due to steep mid-level lapse rates which brought MLCAPE up to 1500-2000J/kg in the warm sector. Strong mid-level winds led to long, linear hodographs, but strong deep-layer forcing eventually resulted in an evolution toward linear structures with mainly damaging wind.  Near the core of the upper level wave, a secondary band of thunderstorms developed across Nebraska during the late afternoon and raced northeastward through early evening, featuring mainly damaging wind gusts.",Wind-driven dime size hail caused some damage to vegetation.,CSV,dickinson
1751760,170483,1033987,IOWA,19,2022,May,Thunderstorm Wind,C,193,WOODBURY,FSD,12-05-2022 18:15,CST-6,12-05-2022 18:18,0,0,0,0,,,Department of Highways,50,MG,,,,,,,,,,1,SSW,MOVILLE,1,SSW,MOVILLE,42.48,-96.08,42.48,-96.08,"A volatile environment featured a warm front from parts of east central South Dakota into western Minnesota, with a dryline extending to the southwest into Nebraska. With a very strong wave moving northeast through Nebraska into a highly unstable and highly sheared environment, scattered storms initiated and quickly grew upscale to a broad linear structure with damaging winds. With crop development well behind schedule and many fields yet to be planted, there was ample dirt available to be lofted into the leading edge of the storms, which took on the characteristics of a haboob reducing visibility to near zero at the onset of high winds.||A broad swath of winds from 70 to 100 mph devastated much of southeast South Dakota, and portions of southwest Minnesota, northeast Nebraska and northwest Iowa, causing extensive tree and structural damage and scores of injuries. The highest observed wind gust was 107 mph near Tripp, SD. In addition, vehicles and high profile vehicles were blown off several roads, shutting down traffic on Interstates 29 and 90. Two (direct) fatalities occurred in vehicles impacted by debris as the storms moved into the Sioux Falls area. Power was disrupted in a widespread area, with estimates of over 45,000 customers impacted at one time. Many schools were closed due to damage and power issues. The South Dakota Governor requested and was granted a Presidential Disaster Declaration for damage to public infrastructure at an estimated cost of 6.7 million dollars across 20 counties and two reservations. Private losses were a much higher toll, and just one of the impacted counties (McCook) estimated at least 150 to 175 million dollars in damage. Presidential Disaster Declarations were also granted in Dixon County, Nebraska and Lincoln County, Minnesota.||Following the afternoon line of storms, a secondary band of storms developed near the core of the upper level jet across eastern Nebraska in the early evening hours. These storms also quickly become severe, with a mix of large hail, damaging wind, and even an isolated tornado near Sioux City. This cluster of storms moved through far southeast South Dakota, northwest Iowa and southwest Minnesota during the evening.",A thunderstorm wind gust of 58 mph was measured by Iowa Road Weather Information System site RSCI4 1 mile southwest of Moville. Crop damage is an estimate from insured losses. Information provided by the United States Department of Agriculture.,CSV,woodbury
1751852,167941,1021448,IOWA,19,2022,April,Thunderstorm Wind,C,79,HAMILTON,DMX,12-04-2022 21:20,CST-6,12-04-2022 21:20,0,0,0,0,0.00K,,AWOS,58,MG,,,,,,,,,,1,N,WEBSTER CITY ARPT,1,N,WEBSTER CITY ARPT,42.44,-93.87,42.44,-93.87,"Initial storms developed within the warm sector of a surface low that tracked northwest of the area, followed by a strong cold front with associated dry line that produced a quasi-linear (QLCS) storm mode later in the evening. Several tornadoes occurred across western into northern Iowa.  Initially the tornadoes were associated with supercell storms, however later storms produced QLCS tornadoes as it raced east northeast across the state. In addition to the tornadoes, hail up to tennis ball size occurred with initial super cells. The later QLCS produced hail up to golf ball sized along with damaging wind gusts over 70 mph at times.||Additionally, total rainfall in excess of 2 to 4 inches fell in a swath across areas that dealt with the severe thunderstorm and tornado warnings earlier in the event. While no flash flooding was experienced, rainfall in the Winnebago River basin above Mason City resulted in minor river flooding on April 13th, exceeding minor flood stage in the morning and receding below flood stage that evening.",Peak gust reported at Webster City Municipal Airport.,CSV,hamilton
1752214,168710,1021533,IOWA,19,2022,April,Thunderstorm Wind,C,169,STORY,DMX,23-04-2022 17:38,CST-6,23-04-2022 17:38,0,0,0,0,0.00K,,Broadcast Media,50,EG,,,,,,,,,,1,W,AMES ARPT,1,W,AMES ARPT,42,-93.64,42,-93.64,"Showers and thunderstorms developed along a cold front in the early morning hours, with quarter sized hail and a few stronger winds gusts reported in central Iowa around sunrise. This pushed east of the area by mid morning and temperatures warmed. This allowed for deep mixing and non-thunderstorm associated wind gusts of 50 to over 60 mph occurred across the area through the afternoon. In the evening a secondary front passed across the state, with daytime heating allowing for more robust convection to develop. The bowing, linear storm system primarily produced a swath of wind gusts and damage, however a few smaller hail reports were made.",Multiple tree limbs down via broadcast media.,CSV,story
1752215,168710,1021534,IOWA,19,2022,April,Thunderstorm Wind,C,127,MARSHALL,DMX,23-04-2022 19:25,CST-6,23-04-2022 19:25,0,0,0,0,0.00K,,ASOS,51,MG,,,,,,,,,,1,S,MARSHALLTOWN ARPT,1,S,MARSHALLTOWN ARPT,42.11,-92.92,42.11,-92.92,"Showers and thunderstorms developed along a cold front in the early morning hours, with quarter sized hail and a few stronger winds gusts reported in central Iowa around sunrise. This pushed east of the area by mid morning and temperatures warmed. This allowed for deep mixing and non-thunderstorm associated wind gusts of 50 to over 60 mph occurred across the area through the afternoon. In the evening a secondary front passed across the state, with daytime heating allowing for more robust convection to develop. The bowing, linear storm system primarily produced a swath of wind gusts and damage, however a few smaller hail reports were made.",ASOS reported a 59 mph gust.,CSV,marshall
1752421,168710,1021536,IOWA,19,2022,April,Thunderstorm Wind,C,29,CASS,DMX,23-04-2022 16:18,CST-6,23-04-2022 16:18,0,0,0,0,0.00K,,Emergency Manager,52,EG,,,,,,,,,,1,SW,WIOTA,1,SW,WIOTA,41.39,-94.91,41.39,-94.91,"Showers and thunderstorms developed along a cold front in the early morning hours, with quarter sized hail and a few stronger winds gusts reported in central Iowa around sunrise. This pushed east of the area by mid morning and temperatures warmed. This allowed for deep mixing and non-thunderstorm associated wind gusts of 50 to over 60 mph occurred across the area through the afternoon. In the evening a secondary front passed across the state, with daytime heating allowing for more robust convection to develop. The bowing, linear storm system primarily produced a swath of wind gusts and damage, however a few smaller hail reports were made.",Emergency manager estimated 60 mph winds with near zero visibility in heavy rain.,CSV,cass
1752422,168710,1021537,IOWA,19,2022,April,High Wind,Z,4,EMMET,DMX,23-04-2022 10:00,CST-6,23-04-2022 15:00,0,0,0,0,0.00K,,ASOS,50,EG,,,,,,,,,,,,,,,,,,,,"Showers and thunderstorms developed along a cold front in the early morning hours, with quarter sized hail and a few stronger winds gusts reported in central Iowa around sunrise. This pushed east of the area by mid morning and temperatures warmed. This allowed for deep mixing and non-thunderstorm associated wind gusts of 50 to over 60 mph occurred across the area through the afternoon. In the evening a secondary front passed across the state, with daytime heating allowing for more robust convection to develop. The bowing, linear storm system primarily produced a swath of wind gusts and damage, however a few smaller hail reports were made.",,CSV,emmet
1752530,170483,1033974,IOWA,19,2022,May,Thunderstorm Wind,C,167,SIOUX,FSD,12-05-2022 16:05,CST-6,12-05-2022 16:09,0,0,0,0,,,Fire Department/Rescue,78,EG,,,,,,,,,,3,SW,ROCK VLY,3,SW,ROCK VLY,43.17,-96.33,43.17,-96.33,"A volatile environment featured a warm front from parts of east central South Dakota into western Minnesota, with a dryline extending to the southwest into Nebraska. With a very strong wave moving northeast through Nebraska into a highly unstable and highly sheared environment, scattered storms initiated and quickly grew upscale to a broad linear structure with damaging winds. With crop development well behind schedule and many fields yet to be planted, there was ample dirt available to be lofted into the leading edge of the storms, which took on the characteristics of a haboob reducing visibility to near zero at the onset of high winds.||A broad swath of winds from 70 to 100 mph devastated much of southeast South Dakota, and portions of southwest Minnesota, northeast Nebraska and northwest Iowa, causing extensive tree and structural damage and scores of injuries. The highest observed wind gust was 107 mph near Tripp, SD. In addition, vehicles and high profile vehicles were blown off several roads, shutting down traffic on Interstates 29 and 90. Two (direct) fatalities occurred in vehicles impacted by debris as the storms moved into the Sioux Falls area. Power was disrupted in a widespread area, with estimates of over 45,000 customers impacted at one time. Many schools were closed due to damage and power issues. The South Dakota Governor requested and was granted a Presidential Disaster Declaration for damage to public infrastructure at an estimated cost of 6.7 million dollars across 20 counties and two reservations. Private losses were a much higher toll, and just one of the impacted counties (McCook) estimated at least 150 to 175 million dollars in damage. Presidential Disaster Declarations were also granted in Dixon County, Nebraska and Lincoln County, Minnesota.||Following the afternoon line of storms, a secondary band of storms developed near the core of the upper level jet across eastern Nebraska in the early evening hours. These storms also quickly become severe, with a mix of large hail, damaging wind, and even an isolated tornado near Sioux City. This cluster of storms moved through far southeast South Dakota, northwest Iowa and southwest Minnesota during the evening.","The entire roof and all walls were blown off a hog barn, with debris scattered for at least three-quarters of a mile downstream. Crop damage is an estimate from insured losses. Information provided by the United States Department of Agriculture.",CSV,sioux
1771390,170382,1033152,IOWA,19,2022,June,Thunderstorm Wind,C,69,FRANKLIN,DMX,05-06-2022 15:15,CST-6,05-06-2022 15:15,0,0,0,0,0.00K,,AWOS,51,MG,,,,,,,,,,1,S,HAMPTON MUNI ARPT,1,S,HAMPTON MUNI ARPT,42.72,-93.23,42.72,-93.23,"A shortwave trough dropped out of the Canadian Rockies and across the upper midwest. Storms developed along a surface boundary in the afternoon, resulting in a few hail reports and a strong wind gust. In addition to the moderate CAPE , the backed wind profile supported some rotation within storms. While no tornadoes occurred there was a funnel cloud reported north of the Des Moines metro.  Later that night the deep warm cloud layer and high precipitable water values made for efficient rain producers. As storms continued overnight along a stationary boundary locally heavy rain resulted in flash flooding in central Iowa.",AWOS recorded a 51 knot gust.,CSV,franklin
1771403,171572,1041556,IOWA,19,2022,July,Thunderstorm Wind,C,15,BOONE,DMX,11-07-2022 03:47,CST-6,11-07-2022 03:47,0,0,0,0,0.00K,,AWOS,57,MG,,,,,,,,,,0,N,BOONE MUNI ARPT,0,N,BOONE MUNI ARPT,42.05,-93.85,42.05,-93.85,"Thunderstorms developed along a surface boundary across Nebraska and into western Iowa in the pre-dawn early morning hours of July 11th. The storms had well established cold pools as they moved into Iowa and an area of favorable MUCAPE which helped to sustain the convection. Storms produced over 70 mph in western Iowa, weakening some into central Iowa with sub-severe wind gusts by the time the storms reached eastern Iowa.",,CSV,boone
1771404,171572,1041557,IOWA,19,2022,July,Thunderstorm Wind,C,15,BOONE,DMX,11-07-2022 03:49,CST-6,11-07-2022 03:49,0,0,0,0,0.00K,,Public,51,MG,,,,,,,,,,7,SE,BERKLEY,7,SE,BERKLEY,41.88,-94.02,41.88,-94.02,"Thunderstorms developed along a surface boundary across Nebraska and into western Iowa in the pre-dawn early morning hours of July 11th. The storms had well established cold pools as they moved into Iowa and an area of favorable MUCAPE which helped to sustain the convection. Storms produced over 70 mph in western Iowa, weakening some into central Iowa with sub-severe wind gusts by the time the storms reached eastern Iowa.",A personal weather station recorded a 59 mph gust.,CSV,boone
1771405,171572,1041558,IOWA,19,2022,July,Thunderstorm Wind,C,169,STORY,DMX,11-07-2022 04:03,CST-6,11-07-2022 04:03,0,0,0,0,0.00K,,Public,55,EG,,,,,,,,,,1,S,ZEARING,1,S,ZEARING,42.16,-93.3,42.16,-93.3,"Thunderstorms developed along a surface boundary across Nebraska and into western Iowa in the pre-dawn early morning hours of July 11th. The storms had well established cold pools as they moved into Iowa and an area of favorable MUCAPE which helped to sustain the convection. Storms produced over 70 mph in western Iowa, weakening some into central Iowa with sub-severe wind gusts by the time the storms reached eastern Iowa.","An 18 inch diameter tree snapped. Image posted on social media, time estimated via radar.",CSV,story
