OBJECTID,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE,county
1365459,102866,614769,IOWA,19,2016,February,High Wind,Z,4,EMMET,DMX,19-02-2016 09:18,CST-6,19-02-2016 09:18,0,0,0,0,0.00K,,ASOS,53,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system situated to the north of the state proceeded east-southeast out of the Dakotas and into Minnesota through the day.  The accompanying cold front, while not excessively cold, did come with a 850mb jet of around 70kts.  Resulting sustained winds approached 40 mph in many locations across northern Iowa, including a number of mesonet and ASOS sites reporting wind gusts at or in excess of 58 mph in the mid to late morning hours.",ASOS station in Estherville measured 61 mph wind gust.,CSV,emmet
1365460,102866,614770,IOWA,19,2016,February,High Wind,Z,17,CERRO GORDO,DMX,19-02-2016 09:09,CST-6,19-02-2016 09:09,0,0,0,0,0.00K,,ASOS,50,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system situated to the north of the state proceeded east-southeast out of the Dakotas and into Minnesota through the day.  The accompanying cold front, while not excessively cold, did come with a 850mb jet of around 70kts.  Resulting sustained winds approached 40 mph in many locations across northern Iowa, including a number of mesonet and ASOS sites reporting wind gusts at or in excess of 58 mph in the mid to late morning hours.",Mason City ASOS measured 58 mph wind gust.,CSV,cerro gordo
1365461,102866,614772,IOWA,19,2016,February,High Wind,Z,37,HARDIN,DMX,19-02-2016 09:55,CST-6,19-02-2016 09:55,0,0,0,0,0.00K,,AWOS,50,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system situated to the north of the state proceeded east-southeast out of the Dakotas and into Minnesota through the day.  The accompanying cold front, while not excessively cold, did come with a 850mb jet of around 70kts.  Resulting sustained winds approached 40 mph in many locations across northern Iowa, including a number of mesonet and ASOS sites reporting wind gusts at or in excess of 58 mph in the mid to late morning hours.",Iowa Falls AWOS station measured 58 mph wind gust.,CSV,hardin
1365462,102866,614773,IOWA,19,2016,February,High Wind,Z,36,HAMILTON,DMX,19-02-2016 09:15,CST-6,19-02-2016 09:15,0,0,0,0,0.00K,,AWOS,50,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system situated to the north of the state proceeded east-southeast out of the Dakotas and into Minnesota through the day.  The accompanying cold front, while not excessively cold, did come with a 850mb jet of around 70kts.  Resulting sustained winds approached 40 mph in many locations across northern Iowa, including a number of mesonet and ASOS sites reporting wind gusts at or in excess of 58 mph in the mid to late morning hours.",Webster City AWOS measured 58 mph wind gust.,CSV,hamilton
1365648,102866,614776,IOWA,19,2016,February,High Wind,Z,48,STORY,DMX,19-02-2016 09:53,CST-6,19-02-2016 09:53,0,0,0,0,0.00K,,ASOS,52,MG,,,,,,,,,,,,,,,,,,,,"A low pressure system situated to the north of the state proceeded east-southeast out of the Dakotas and into Minnesota through the day.  The accompanying cold front, while not excessively cold, did come with a 850mb jet of around 70kts.  Resulting sustained winds approached 40 mph in many locations across northern Iowa, including a number of mesonet and ASOS sites reporting wind gusts at or in excess of 58 mph in the mid to late morning hours.",Ames ASOS measured 60 mph wind gust.,CSV,story
1373589,104389,625223,IOWA,19,2016,April,Thunderstorm Wind,C,63,EMMET,DMX,24-04-2016 17:45,CST-6,24-04-2016 17:45,0,0,0,0,0.00K,,Public,56,EG,,,,,,,,,,1,E,RINGSTED,1,E,RINGSTED,43.3,-94.51,43.3,-94.51,"A slowly eastward moving low pressure center resided in central South Dakota. By the afternoon hours of the 24th, Iowa found itself well within the warm sector with the warm front into southern Iowa and the cold and dry fronts back into central and eastern Nebraska.  Afternoon instability, while greatest to the west and southwest, did approach 1000 - 2000 J/kg.  The result was a few borderline severe storms and a couple of severe storms and associated reports across northern/northwest Iowa.",Public reported wind gusts to around 65 mph.  Report came in via social media.,CSV,emmet
1373591,104389,625224,IOWA,19,2016,April,Thunderstorm Wind,C,109,KOSSUTH,DMX,24-04-2016 18:08,CST-6,24-04-2016 18:08,0,0,0,0,0.00K,,Emergency Manager,52,EG,,,,,,,,,,2,SSW,SWEA CITY,2,SSW,SWEA CITY,43.35,-94.31,43.35,-94.31,"A slowly eastward moving low pressure center resided in central South Dakota. By the afternoon hours of the 24th, Iowa found itself well within the warm sector with the warm front into southern Iowa and the cold and dry fronts back into central and eastern Nebraska.  Afternoon instability, while greatest to the west and southwest, did approach 1000 - 2000 J/kg.  The result was a few borderline severe storms and a couple of severe storms and associated reports across northern/northwest Iowa.","Emergency Manager reported wind gusts to 60 mph, along with pea sized hail.",CSV,kossuth
1373913,108967,652800,IOWA,19,2016,July,Thunderstorm Wind,C,139,MUSCATINE,DVN,13-07-2016 13:40,CST-6,13-07-2016 13:40,0,0,0,0,,,Trained Spotter,52,EG,,,,,,,,,,1,W,MUSCATINE,1,W,MUSCATINE,41.42,-91.07,41.42,-91.07,A cold front moved across the area spawning numerous severe thunderstorms with damaging winds during the afternoon hours.,A trained spotter reported several branches were down varying in size from 2 to 18.5  inches in diameter along Peartree Lane.,CSV,muscatine
1373914,108967,652802,IOWA,19,2016,July,Thunderstorm Wind,C,183,WASHINGTON,DVN,13-07-2016 13:35,CST-6,13-07-2016 13:35,0,0,0,0,0.00K,,AWOS,54,MG,,,,,,,,,,1,E,WASHINGTON,1,E,WASHINGTON,41.3,-91.69,41.3,-91.69,A cold front moved across the area spawning numerous severe thunderstorms with damaging winds during the afternoon hours.,The AWOS site at Washington reported a 54 Kt wind gust.,CSV,washington
1373915,108980,652849,IOWA,19,2016,July,Thunderstorm Wind,C,31,CEDAR,DVN,21-07-2016 22:25,CST-6,21-07-2016 22:25,0,0,0,0,0.00K,,Trained Spotter,52,EG,,,,,,,,,,1,NE,TIPTON,1,NE,TIPTON,41.78,-91.12,41.78,-91.12,"An isolated thunderstorm formed in a moist, unstable air mass that produced one damaging wind report.",A tree a foot and a half in diameter was down.,CSV,cedar
1373916,109091,653389,IOWA,19,2016,July,Thunderstorm Wind,C,111,LEE,DVN,24-07-2016 19:11,CST-6,24-07-2016 19:11,0,0,0,0,0.00K,,Trained Spotter,52,EG,,,,,,,,,,0,N,MONTROSE,0,N,MONTROSE,40.53,-91.42,40.53,-91.42,The back end of a passing cold front spawned an isolated severe thunderstorm in extreme southeastern Iowa.,A trained spotter reported estimated winds of 50 to 60 MPH.,CSV,lee
1373917,109091,653390,IOWA,19,2016,July,Thunderstorm Wind,C,111,LEE,DVN,24-07-2016 19:11,CST-6,24-07-2016 19:11,0,0,0,0,0.00K,,Trained Spotter,52,EG,,,,,,,,,,0,N,MONTROSE,0,N,MONTROSE,40.53,-91.42,40.53,-91.42,The back end of a passing cold front spawned an isolated severe thunderstorm in extreme southeastern Iowa.,A trained spotter reported a large tree branch was down at the local residence.,CSV,lee
1374142,105129,630071,IOWA,19,2016,May,Thunderstorm Wind,C,65,FAYETTE,ARX,30-05-2016 18:55,CST-6,30-05-2016 18:55,0,0,0,0,0.00K,,AWOS,50,MG,,,,,,,,,,1,N,OELWEIN MUNI ARPT,1,N,OELWEIN MUNI ARPT,42.69,-91.98,42.69,-91.98,Scattered thunderstorms developed across portions of northeast Iowa during the evening of May 30th. These storms developed ahead of an approaching warm front and some of them produced severe wind gusts. Wind gusts to 58 and 59 mph were measured by the automated weather observing equipment at the Oelwein (Fayette County) airport.,A wind gust of 58 mph was measured by the automated weather observing equipment at the Oelwein airport.,CSV,fayette
1374179,106126,636881,IOWA,19,2016,May,Thunderstorm Wind,C,113,LINN,DVN,26-05-2016 03:47,CST-6,26-05-2016 03:48,0,0,0,0,0.00K,,Trained Spotter,52,EG,,,,,,,,,,3,S,CEDAR RAPIDS,3,S,CEDAR RAPIDS,41.95,-91.66,41.95,-91.66,A cold front produced thunderstorms with some severe storms with damaging winds to over 70 MPH and some large hail up to the size of golf balls.,Winds were reported to gust to about 60 MPH for roughly a minute.,CSV,linn
1382442,105630,633729,IOWA,19,2016,June,Thunderstorm Wind,C,17,BREMER,DMX,14-06-2016 15:13,CST-6,14-06-2016 15:13,0,0,0,0,10.00K,,Public,52,EG,,,,,,,,,,1,SW,PLAINFIELD,1,SW,PLAINFIELD,42.84,-92.54,42.84,-92.54,"Low pressure developed and strengthened over portions of central Nebraska and eastern Kansas through the day.  The warm front moved up into southern Minnesota while the weakening cold front existed over eastern Nebraska, leaving much of Iowa within the unstable warm sector.  Storms developed through the day along and near the warm sector, within the warm sector, and along the cold front.  Storms during the morning and early afternoon remained sub-severe, with storms mid-afternoon onward primarily producing damaging winds and heavy rainfall.  A brief tornado was reported in Bremer county.",Public reported trees and power lines damaged in town.  Reported by NWS employee.  Time estimated by radar.,CSV,bremer
1382443,105630,633733,IOWA,19,2016,June,Thunderstorm Wind,C,73,GREENE,DMX,14-06-2016 16:58,CST-6,14-06-2016 16:58,0,0,0,0,0.00K,,Trained Spotter,52,EG,,,,,,,,,,1,N,JEFFERSON,1,N,JEFFERSON,42.03,-94.38,42.03,-94.38,"Low pressure developed and strengthened over portions of central Nebraska and eastern Kansas through the day.  The warm front moved up into southern Minnesota while the weakening cold front existed over eastern Nebraska, leaving much of Iowa within the unstable warm sector.  Storms developed through the day along and near the warm sector, within the warm sector, and along the cold front.  Storms during the morning and early afternoon remained sub-severe, with storms mid-afternoon onward primarily producing damaging winds and heavy rainfall.  A brief tornado was reported in Bremer county.",Trained spotter estimated 60 mph wind gusts.  No damage noted at the time.,CSV,greene
1382707,105632,633742,IOWA,19,2016,June,Thunderstorm Wind,C,63,EMMET,DMX,17-06-2016 18:32,CST-6,17-06-2016 18:32,0,0,0,0,0.00K,,ASOS,51,MG,,,,,,,,,,0,N,ESTHERVILLE ARPT,0,N,ESTHERVILLE ARPT,43.4,-94.75,43.4,-94.75,"A wave riding the northwest upper level flow through the Dakotas and Northern Minnesota initiated a series of storms that eventually topped the ridge and started southeast.  The storms eventually initiated along an outflow boundary, taking them due south into northern Iowa, where they produced periods of heavy rain and a few damaging and high wind reports near Estherville.",Estherville airport ASOS reported a 51 kt wind gust.,CSV,emmet
1382708,105632,633743,IOWA,19,2016,June,Thunderstorm Wind,C,63,EMMET,DMX,17-06-2016 19:03,CST-6,17-06-2016 19:03,0,0,0,0,5.00K,,Public,56,EG,,,,,,,,,,2,SE,ESTHERVILLE,2,SE,ESTHERVILLE,43.4,-94.82,43.4,-94.82,"A wave riding the northwest upper level flow through the Dakotas and Northern Minnesota initiated a series of storms that eventually topped the ridge and started southeast.  The storms eventually initiated along an outflow boundary, taking them due south into northern Iowa, where they produced periods of heavy rain and a few damaging and high wind reports near Estherville.","Public reported via social media that trees were down, along with torrential rainfall.",CSV,emmet
