,2023,2024,ratio_b_to_a
ndvi_peak,8.213048463534342,7.098771079087904,0.8643284050503547
net_moisture_stress,5.4750293021725165,4.422739992879739,0.8078020680409466
temp_anomaly,5.450618273494713,7.303294355207088,1.3399020053782844
county,3.814632695940632,4.700558587030807,1.2322440878863488
rolling_3yr_mean,3.4094492612399683,5.219253392112248,1.5308200803710097
ndvi_slope,2.151013119296323,2.3637730402486263,1.0989114938647633
heat_days_gt32,0.31173987177443685,1.037434793730789,3.327886124497535
