model,rmse,r2,mae,mape
Lag-1 Baseline,23.18693713717574,-0.533430899186581,18.073005565862708,9.585440977970986
Ridge,15.967615486958804,0.2727938001557384,12.485372150044919,6.605468470075191
LightGBM-limited_withstorm,14.153634095269446,0.4286353480916686,10.93654397669086,5.758260437485014
LightGBM-tuned_withoutstorm,14.266702217137388,0.4194700449836378,10.834686315330863,5.731797827141701
