feature,mean_abs_shap
ndvi_peak,10.009779710105233
temp_anomaly,6.356017427380944
county,3.8695586336655707
rolling_3yr_mean,2.5193787788938913
net_moisture_stress,2.3797647460206903
ndvi_slope,1.5548541015548094
heat_days_gt32,1.2584205756934155
wind_severe_days_58_cutoff,0.24798740047478693
