model,rmse_overall,r2_overall,mae_overall,mape_overall
Lag-1 Baseline,23.18693713717574,-0.533430899186581,18.073005565862708,9.585440977970986
Ridge,15.32109471299563,0.3304900500382375,11.86189152649531,6.293208586396686
LightGBM-limited_withstorm,13.855343663723607,0.4524647982848542,10.752347396659601,5.680274449262642
LightGBM-tuned_withoutstorm,13.847774919590375,0.4530628378622149,10.566547964617863,5.6065372750303295
