model,rmse_overall,r2_overall,mae_overall,mape_overall
Lag-1 Baseline,23.18693713717574,-0.533430899186581,18.073005565862708,9.585440977970986
Ridge,16.949155579306346,0.1674418021280618,13.058404605506265,6.957603576186311
LightGBM-limited_withstorm,16.403626802362968,0.23253743418388806,13.08509901201771,6.907380077489458
LightGBM-tuned_withoutstorm,16.41038305705008,0.2319051056820075,13.064254233883805,6.900778740242932
