feature,mean_abs_shap
ndvi_peak,10.938856118546589
temp_anomaly,5.8348210404033125
rolling_3yr_mean,3.2539919480314095
county,3.165652353421152
net_moisture_stress,2.294295546470792
ndvi_slope,1.41212381406276
heat_days_gt32,0.9440707415596085
